Name,YearPublished,GameWeight,MinPlayers,MaxPlayers,ComAgeRec,InterestScore,NumWeightVotes,log_NumWeightVotes,PlaytimeComAvg,NumUserRatings,log_NumUserRatings,NumAlternates,NumAlternates_log,NumExpansions,NumExpansions_log,NumImplementations,NumImplementations_log,IsReimplementation,Kickstarted,Cat:Thematic,Cat:Strategy,Cat:War,Cat:Family,Cat:CGS,Cat:Abstract,Cat:Party,Cat:Childrens,Rating,InterestScore_log
Blitz Bowl: Season 2,2020,2.3333,2,2,10.0,192.33333333333334,3,1.3862943611198906,45.0,153,5.0369526024136295,0,0.0,12,2.5649493574615367,0,0.0,0,0,0,0,0,0,0,0,0,0,3,5.264415814872355
Twilight Imperium: Fourth Edition,2017,4.2497,3,6,14.17142857142857,9989.666666666666,733,6.598509028614515,360.0,15736,9.663769906600864,10,2.3978952727983707,3,1.3862943611198906,1,0.6931471805599453,1,0,1,1,0,0,0,0,0,0,3,9.209406602816092
Tal der Abenteuer: Die Schatzsuche im Himalaja,2006,1.6,2,4,8.0,221.66666666666666,45,3.828641396489095,45.0,332,5.808142489980444,3,1.3862943611198906,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,5.405675884868536
The Italian Campaign: Salerno,1992,3.3333,2,2,14.0,150.33333333333334,9,2.302585092994046,240.0,74,4.31748811353631,0,0.0,1,0.6931471805599453,0,0.0,0,0,0,0,1,0,0,0,0,0,1,5.019484909373238
Agricola: Family Edition,2016,2.4412,1,4,7.782608695652174,1758.3333333333333,68,4.23410650459726,45.0,2318,7.7488913372555315,13,2.6390573296152584,0,0.0,1,0.6931471805599453,1,0,0,1,0,1,0,0,0,0,3,7.47269022839516
oddball Aeronauts 2: Double the Trouble,2015,1.8333,2,4,8.0,131.33333333333334,6,1.9459101490553132,20.0,87,4.477336814478207,0,0.0,2,1.0986122886681098,0,0.0,0,1,0,0,0,0,0,0,0,0,2,4.885323992019081
Battlestar Galactica,1978,1.1481,2,4,10.0,174.0,27,3.332204510175204,30.0,195,5.278114659230517,3,1.3862943611198906,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,5.1647859739235145
Fuji,2018,2.2,2,4,11.0,1074.3333333333333,40,3.713572066704308,37.5,1424,7.261927092702751,3,1.3862943611198906,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,6.9803859700170445
Silk Road Maker,2009,1.0,1,4,6.0,34.666666666666664,1,0.6931471805599453,10.0,37,3.6375861597263857,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,0,2,3.574216545793796
Dixit Jinx,2012,1.2034,3,6,8.333333333333334,754.3333333333334,59,4.0943445622221,15.0,1159,7.05617528410041,2,1.0986122886681098,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,6.627159152919842
Aladdin's Flying Carpet,2014,1.0,2,2,3.0,21.666666666666668,2,1.0986122886681098,15.0,35,3.58351893845611,5,1.791759469228055,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,3.120895416507997
Helios,2014,2.8614,2,4,10.857142857142858,1057.6666666666667,101,4.624972813284271,60.0,1804,7.498315870766981,0,0.0,2,1.0986122886681098,0,0.0,0,0,0,1,0,0,0,0,0,0,2,6.964765533698917
Grandpa  Beck's Golf,2008,1.5,2,5,6.0,73.33333333333333,2,1.0986122886681098,30.0,69,4.248495242049359,2,1.0986122886681098,0,0.0,1,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,1,4.308559482792009
Drako: Dragon & Dwarves,2011,1.7619,2,2,8.892857142857142,1172.6666666666667,126,4.844187086458591,30.0,2375,7.773173680482536,7,2.0794415416798357,1,0.6931471805599453,0,0.0,0,0,1,1,0,0,0,0,0,0,2,7.067888030486943
Touché,1977,1.75,2,2,8.0,192.33333333333334,12,2.5649493574615367,30.0,213,5.365976015021851,8,2.1972245773362196,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,0,1,5.264415814872355
Ravingspire,2016,2.4444,1,6,12.0,172.33333333333334,9,2.302585092994046,140.0,146,4.990432586778736,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,2,5.155216522907363
Diamoniak,2009,1.0,2,4,4.833333333333333,114.33333333333333,7,2.0794415416798357,15.0,151,5.0238805208462765,0,0.0,0,0.0,1,0.6931471805599453,1,0,0,0,0,0,0,0,0,1,1,4.747826486389615
Tipsy Tower,1985,1.0,2,4,2.0,79.33333333333333,7,2.0794415416798357,15.0,129,4.867534450455582,15,2.772588722239781,0,0.0,1,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,1,4.386184644822546
Trivial Pursuit: Harry Potter – Volume 1,2014,1.1667,2,6,10.0,636.3333333333334,6,1.9459101490553132,45.0,515,6.246106765481563,3,1.3862943611198906,1,0.6931471805599453,1,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,1,6.457292804943237
Wildstorms,1995,3.0,1,2,10.0,48.666666666666664,2,1.0986122886681098,60.0,57,4.060443010546419,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,3.905334017277349
Castle Crush!,2013,1.4706,1,4,10.0,140.0,17,2.8903717578961645,15.0,218,5.389071729816501,0,0.0,1,0.6931471805599453,1,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,2,4.948759890378168
Giro Galoppo,2006,1.1918,2,5,4.615384615384615,314.6666666666667,73,4.30406509320417,30.0,578,6.361302477572996,0,0.0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,1,2,5.754686804517968
Alhambra: Big Box,2009,2.3464,2,6,9.538461538461538,3404.3333333333335,179,5.19295685089021,60.0,4344,8.376781037699493,1,0.6931471805599453,12,2.5649493574615367,1,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,3,8.133098109044266
Port Royal,2000,2.3571,3,4,10.0,116.66666666666667,14,2.70805020110221,60.0,133,4.897839799950911,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.767855768265187
"Trust Me, I'm a Doctor",2020,1.0,3,8,18.0,58.0,2,1.0986122886681098,37.5,53,3.9889840465642745,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,2,4.07753744390572
Bloodiest Day,1995,2.625,2,2,14.0,60.666666666666664,8,2.1972245773362196,120.0,37,3.6375861597263857,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,2,4.121743536410215
Plethora,2012,2.75,2,4,9.333333333333334,55.666666666666664,4,1.6094379124341003,60.0,56,4.04305126783455,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4.037186148382152
Prowler's Passage,2018,1.8571,2,2,6.0,240.0,7,2.0794415416798357,25.0,222,5.407171771460119,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,5.484796933490655
Deus lo Vult,2020,3.0,2,4,15.0,140.66666666666666,6,1.9459101490553132,75.0,80,4.394449154672439,1,0.6931471805599453,5,1.791759469228055,0,0.0,0,1,0,1,0,0,0,0,0,0,3,4.953476880256307
Steam Time,2015,2.9492,2,4,11.2,1147.3333333333333,59,4.0943445622221,90.0,1626,7.394493107219038,0,0.0,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0,3,7.046066894779649
Trollhalla,2011,2.0222,2,4,8.0,313.6666666666667,45,3.828641396489095,60.0,410,6.018593214496234,0,0.0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,2,5.751513877477391
Rebel Sabers: Civil War Cavalry Battles,1986,3.3333,2,4,16.0,117.0,9,2.302585092994046,870.0,47,3.871201010907891,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,3,4.770684624465665
Elementalis,2006,2.0,2,4,8.0,35.0,5,1.791759469228055,30.0,43,3.784189633918261,0,0.0,3,1.3862943611198906,0,0.0,0,0,0,0,0,0,0,0,0,0,1,3.58351893845611
The Italian Campaign: Anzio,1992,3.5455,2,2,14.0,150.33333333333334,11,2.4849066497880004,240.0,78,4.3694478524670215,0,0.0,1,0.6931471805599453,0,0.0,0,0,0,0,1,0,0,0,0,0,1,5.019484909373238
Tic Talk,2014,1.0,4,6,11.0,105.66666666666667,4,1.6094379124341003,30.0,91,4.5217885770490405,1,0.6931471805599453,0,0.0,1,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,1,4.669708707125663
Where in the World?,1986,1.1667,2,6,10.0,55.0,6,1.9459101490553132,45.0,50,3.9318256327243257,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.02535169073515
Panthalos,2014,3.0,2,5,11.2,162.0,15,2.772588722239781,75.0,202,5.313205979041787,0,0.0,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0,2,5.093750200806762
Jask,2010,2.0,2,4,12.0,22.333333333333332,2,1.0986122886681098,37.5,31,3.4657359027997265,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,3.1498829533812494
Oni,2014,1.625,3,6,10.0,94.0,8,2.1972245773362196,30.0,100,4.61512051684126,0,0.0,0,0.0,1,0.6931471805599453,0,1,0,0,0,0,0,0,0,0,2,4.553876891600541
Black Molly,2004,1.8,2,4,8.0,27.333333333333332,5,1.791759469228055,30.0,37,3.6375861597263857,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,3.3440389678222067
SecuenzooS,2013,1.6,2,5,6.8,45.666666666666664,10,2.3978952727983707,30.0,83,4.430816798843313,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,2,3.8430301339411947
Tahiti,1995,2.1667,2,4,10.0,46.0,6,1.9459101490553132,45.0,61,4.127134385045092,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,3.8501476017100584
Qwixx Longo,2021,2.0,2,5,10.0,81.0,0,0.0,20.0,53,3.9889840465642745,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4.406719247264253
Hurlyburly,2019,2.0,2,4,10.0,55.666666666666664,0,0.0,10.0,72,4.290459441148391,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4.037186148382152
The Draugr,2014,1.8571,1,1,10.0,228.0,7,2.0794415416798357,20.0,201,5.308267697401205,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,5.43372200355424
Andoria Battlefields,2019,2.0,2,4,10.0,40.666666666666664,1,0.6931471805599453,37.5,37,3.6375861597263857,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,2,3.7297014486341915
Portobello Market,2007,2.0312,2,4,8.173913043478262,1154.6666666666667,256,5.54907608489522,35.0,2504,7.826044013518965,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,1,0,1,0,0,0,0,2,7.052432657016914
Stumped,2018,1.5,2,4,10.0,82.33333333333333,2,1.0986122886681098,45.0,64,4.174387269895637,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.422848629194137
Numbers League: Adventures in Addiplication,2007,1.375,2,4,8.0,196.0,16,2.833213344056216,30.0,234,5.459585514144159,1,0.6931471805599453,3,1.3862943611198906,0,0.0,0,0,0,0,0,1,0,0,0,1,2,5.2832037287379885
Power Play: Schemes & Skulduggery,2014,2.0,4,8,10.0,91.33333333333333,1,0.6931471805599453,60.0,39,3.6888794541139363,0,0.0,0,0.0,1,0.6931471805599453,1,1,0,0,0,0,0,0,0,0,2,4.5254052175192285
Håtunaleken,1977,2.5,2,3,14.0,28.0,2,1.0986122886681098,37.5,41,3.7376696182833684,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,3.367295829986474
Samurai Vassal,2018,1.3333,2,6,11.5,41.0,3,1.3862943611198906,20.0,51,3.9512437185814275,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,2,3.7376696182833684
Free Parking,1988,1.1111,2,4,10.0,285.0,27,3.332204510175204,30.0,311,5.7430031878094825,3,1.3862943611198906,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,5.655991810819852
Monopoly Gamer: Mario Kart,2018,1.4167,2,4,6.666666666666667,602.0,12,2.5649493574615367,52.5,510,6.236369590203704,0,0.0,6,1.9459101490553132,1,0.6931471805599453,1,0,0,0,0,0,0,0,0,0,2,6.401917196727186
Rogue Trooper,1987,2.2188,2,6,12.0,325.3333333333333,32,3.4965075614664802,150.0,351,5.863631175598097,1,0.6931471805599453,2,1.0986122886681098,0,0.0,0,0,1,0,0,0,0,0,0,0,2,5.7879193538624
Pact,2019,1.5,1,5,10.0,95.33333333333333,2,1.0986122886681098,37.5,65,4.189654742026425,0,0.0,1,0.6931471805599453,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4.567814399444322
Fiasco,2003,1.25,2,6,10.0,220.33333333333334,4,1.6094379124341003,15.0,156,5.056245805348308,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,5.3996698608083245
Meatgrinder: Battle for  Xuân Lộc 1975,2011,3.25,2,2,14.0,96.0,8,2.1972245773362196,280.0,35,3.58351893845611,0,0.0,0,0.0,1,0.6931471805599453,1,0,0,0,1,0,0,0,0,0,2,4.574710978503383
Red Alert: Space Fleet Warfare,2019,2.3333,2,6,15.0,388.0,12,2.5649493574615367,75.0,234,5.459585514144159,0,0.0,7,2.0794415416798357,0,0.0,0,1,0,0,1,0,0,0,0,0,3,5.963579343618446
Faiyum,2020,3.1493,1,5,10.666666666666666,1061.6666666666667,67,4.219507705176107,125.0,1058,6.9650803456014065,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0,3,6.968536751241996
Rick and Morty: Close Rick-Counters of the Rick Kind Deck-Building Game,2017,2.0,2,5,12.0,495.3333333333333,4,1.6094379124341003,50.0,349,5.857933154483459,0,0.0,1,0.6931471805599453,0,0.0,0,0,0,0,0,0,0,0,0,0,2,6.207247744015899
Les Maréchaux: Junot 1808 –  Soult 1809,2011,1.8889,2,2,14.0,51.666666666666664,9,2.302585092994046,120.0,31,3.4657359027997265,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,3,3.963982744358857
The Dark Valley,2013,3.3333,1,2,15.0,674.0,51,3.9512437185814275,500.0,432,6.07073772800249,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,3,6.51471269087253
Building an Elder God,2011,1.0,2,5,10.0,127.0,12,2.5649493574615367,15.0,117,4.770684624465665,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.852030263919617
Neutron,1978,2.1111,2,2,7.333333333333333,34.333333333333336,9,2.302585092994046,10.0,60,4.110873864173311,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,0,2,3.5648268054439574
"Kasserine: Rommel's Battle for Tunisia, 1943",2001,3.3548,1,2,14.0,210.66666666666666,31,3.4657359027997265,120.0,149,5.0106352940962555,0,0.0,1,0.6931471805599453,1,0.6931471805599453,1,0,0,0,1,0,0,0,0,0,2,5.355012710224582
Red Light: A Star is Porn,2018,2.75,2,6,21.0,117.66666666666667,4,1.6094379124341003,50.0,133,4.897839799950911,0,0.0,0,0.0,1,0.6931471805599453,1,0,0,0,0,0,0,0,0,0,1,4.77631844218392
Reign of Witches,2020,2.0,2,2,10.0,195.33333333333334,6,1.9459101490553132,20.0,123,4.820281565605037,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,5.279813894983477
Czas Zaorać Socjalizm,2016,2.0,2,4,10.0,27.0,0,0.0,35.0,66,4.204692619390966,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,3.332204510175204
Cubeez,2018,1.0,2,4,5.0,74.0,3,1.3862943611198906,30.0,75,4.330733340286331,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4.31748811353631
Les Fils de Samarande,2005,2.0,2,5,10.0,69.33333333333333,7,2.0794415416798357,60.0,90,4.51085950651685,0,0.0,0,0.0,1,0.6931471805599453,1,0,0,0,0,0,0,0,0,0,2,4.253245844807957
Komodo,2012,2.3333,2,4,9.5,29.0,6,1.9459101490553132,45.0,34,3.5553480614894135,0,0.0,0,0.0,0,0.0,0,0,0,1,0,1,0,0,0,0,2,3.4011973816621555
Nosey Neighbor Card Game,1981,1.0833,2,6,6.0,95.0,12,2.5649493574615367,20.0,130,4.875197323201151,8,2.1972245773362196,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,4.564348191467836
Parley,2017,3.0,4,6,8.0,35.666666666666664,4,1.6094379124341003,90.0,64,4.174387269895637,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,3.6018680771243066
Marvel Heroes Battle Dice,2006,1.4545,2,8,10.0,53.0,11,2.4849066497880004,30.0,69,4.248495242049359,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,3.9889840465642745
The Willow Game,1988,2.0476,2,6,8.0,286.3333333333333,21,3.091042453358316,120.0,239,5.480638923341991,0,0.0,0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,1,5.660642981995584
Devil Boats: PT Boats in the Solomons,2021,2.75,1,1,15.333333333333334,116.33333333333333,8,2.1972245773362196,37.5,66,4.204692619390966,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,3,4.765018886929988
MonstroCity,2019,1.5,1,4,15.5,99.0,2,1.0986122886681098,25.0,57,4.060443010546419,0,0.0,1,0.6931471805599453,0,0.0,0,1,0,0,0,0,0,0,0,0,2,4.605170185988092
Star Fleet Battles: Captain's Edition Basic Set,1990,4.25,1,6,15.428571428571429,454.6666666666667,76,4.343805421853684,180.0,492,6.20050917404269,0,0.0,98,4.59511985013459,5,1.791759469228055,1,0,0,0,1,0,0,0,0,0,3,6.12176154805584
Tunisia,1995,4.0704,2,2,13.6,398.0,71,4.276666119016055,360.0,390,5.968707559985366,0,0.0,0,0.0,1,0.6931471805599453,0,0,0,0,1,0,0,0,0,0,3,5.988961416889864
Lunarchitects,2016,2.6667,1,5,11.2,349.6666666666667,15,2.772588722239781,52.5,458,6.129050210060545,0,0.0,0,0.0,0,0.0,0,1,0,1,0,0,0,0,0,0,3,5.8598361046295455
"Downfall: If the U.S. Invaded Japan, 1945",2005,2.5714,1,2,16.0,87.66666666666667,7,2.0794415416798357,360.0,43,3.784189633918261,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,4.484884020113589
Funkoverse Strategy Game: Marvel 100,2021,2.0,2,4,10.0,136.0,1,0.6931471805599453,60.0,38,3.6635616461296463,1,0.6931471805599453,4,1.6094379124341003,0,0.0,0,0,0,0,0,0,0,0,0,0,3,4.919980925828125
City of the Big Shoulders,2019,4.0288,2,4,14.285714285714286,1478.6666666666667,139,4.941642422609304,150.0,2078,7.639642287858013,1,0.6931471805599453,1,0.6931471805599453,0,0.0,0,1,0,1,0,0,0,0,0,0,3,7.299572116165925
Raceway 57,2005,1.7647,2,5,10.0,113.0,17,2.8903717578961645,45.0,123,4.820281565605037,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.736198448394496
Ensemble,2021,1.0,2,10,8.0,87.66666666666667,2,1.0986122886681098,22.5,76,4.343805421853684,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,4.484884020113589
Lock 'n Load: Heroes of the Gap,2011,3.2222,2,2,12.0,143.66666666666666,18,2.9444389791664403,90.0,119,4.787491742782046,0,0.0,4,1.6094379124341003,0,0.0,0,0,0,0,1,0,0,0,0,0,3,4.974432245432295
Mood X,2014,1.3333,4,8,7.333333333333333,32.333333333333336,3,1.3862943611198906,20.0,78,4.3694478524670215,2,1.0986122886681098,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,3.506557897319982
Brikks,2018,1.6111,1,4,9.0,670.3333333333334,18,2.9444389791664403,25.0,964,6.872128101338986,0,0.0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,2,6.509265784610398
Expeditie Robinson,2014,1.3333,2,6,12.0,73.0,3,1.3862943611198906,60.0,55,4.02535169073515,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.30406509320417
Dark Castle,2016,2.0,2,2,10.0,42.666666666666664,0,0.0,15.0,38,3.6635616461296463,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,3.7765850345330416
Dictionary Dabble,1986,1.3333,4,14,10.0,39.333333333333336,6,1.9459101490553132,60.0,41,3.7376696182833684,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,3.6971782569286313
Stonehenge,1994,1.8571,2,2,9.6,114.0,14,2.70805020110221,15.0,132,4.890349128221754,1,0.6931471805599453,0,0.0,1,0.6931471805599453,1,0,0,0,0,0,0,1,0,0,2,4.74493212836325
Klunker,1999,1.7674,3,5,11.0,534.3333333333334,86,4.465908118654584,30.0,895,6.79794041297493,0,0.0,0,0.0,1,0.6931471805599453,0,0,0,1,0,1,0,0,0,0,2,6.282889605838597
kNOW!,2018,1.0,3,6,10.0,65.66666666666667,3,1.3862943611198906,37.5,55,4.02535169073515,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.199705077879927
Foodfighters,2015,1.2308,2,2,6.0,245.66666666666666,13,2.6390573296152584,25.0,253,5.537334267018537,1,0.6931471805599453,6,1.9459101490553132,0,0.0,0,1,0,0,0,0,0,0,0,0,2,5.508037897530106
"Elusive Victory: The Air War over the Suez Canal, 1967-1973",2009,3.9231,2,2,16.0,347.0,39,3.6888794541139363,240.0,168,5.1298987149230735,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,3,5.8522024797744745
Stipulations,2015,1.0,4,99,12.0,82.0,2,1.0986122886681098,37.5,63,4.1588830833596715,1,0.6931471805599453,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,2,4.418840607796598
The Last Spike,2015,1.7931,2,6,8.8,293.3333333333333,29,3.4011973816621555,45.0,489,6.194405391104672,1,0.6931471805599453,0,0.0,1,0.6931471805599453,1,1,0,1,0,1,0,0,0,0,2,5.684712911935851
Wash Dash,2014,1.0,2,6,10.0,18.0,1,0.6931471805599453,20.0,45,3.828641396489095,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,2.9444389791664403
My Farm Shop,2020,2.0,2,4,9.0,462.0,11,2.4849066497880004,45.0,324,5.783825182329737,3,1.3862943611198906,1,0.6931471805599453,0,0.0,0,0,0,0,0,0,0,0,0,0,3,6.137727054086234
Sunset Over Water,2018,1.7143,1,4,8.0,1068.6666666666667,35,3.58351893845611,20.0,1179,7.07326971745971,1,0.6931471805599453,1,0.6931471805599453,0,0.0,0,1,0,0,0,1,0,0,0,0,3,6.9751023524417475
Amigos de Mierda,2019,1.0,3,22,18.0,36.333333333333336,3,1.3862943611198906,30.0,32,3.4965075614664802,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,3.619886582626985
Boxes,2014,1.0,2,8,8.0,23.666666666666668,4,1.6094379124341003,30.0,33,3.5263605246161616,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,3.20545280453606
Jäger und Späher,2014,2.65,2,2,11.2,377.6666666666667,20,3.044522437723423,60.0,534,6.282266746896006,0,0.0,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0,2,5.936656310612987
World at War: The Untold Stories,2010,2.8077,2,2,13.0,160.0,26,3.295836866004329,60.0,131,4.882801922586371,0,0.0,2,1.0986122886681098,0,0.0,0,0,0,0,1,0,0,0,0,0,3,5.081404364984463
Dungeon Command: Tyranny of Goblins,2012,2.7073,2,4,11.0,754.3333333333334,41,3.7376696182833684,90.0,674,6.51471269087253,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0,3,6.627159152919842
BATTALIA: The Creation,2015,3.4861,2,4,12.545454545454543,594.6666666666666,72,4.290459441148391,120.0,838,6.732210706467206,3,1.3862943611198906,14,2.70805020110221,0,0.0,0,1,0,1,0,0,0,0,0,0,3,6.3896812264913185
Questo Gioco del Calcio,2003,1.6,2,8,12.0,25.0,5,1.791759469228055,45.0,47,3.871201010907891,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,3.258096538021482
The Siege of Jerusalem (Third Edition),1989,3.8795,2,2,15.5,619.0,83,4.430816798843313,300.0,568,6.343880434126331,0,0.0,0,0.0,1,0.6931471805599453,1,0,0,0,1,0,0,0,0,0,2,6.429719478039138
Coral Islands,2019,2.0,1,4,10.0,161.66666666666666,1,0.6931471805599453,30.0,120,4.795790545596741,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,5.0917031171850375
Alsace 1945,2005,2.4286,1,3,13.333333333333334,138.0,14,2.70805020110221,120.0,84,4.442651256490317,0,0.0,2,1.0986122886681098,0,0.0,0,0,0,0,1,0,0,0,0,0,1,4.9344739331306915
Operation Crusader: The 8th Army's Forgotten Victory,1991,3.6,2,4,16.0,50.333333333333336,10,2.3978952727983707,240.0,42,3.7612001156935624,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,3.9383403137455195
Fishing for Words,2017,1.5,2,4,10.0,37.666666666666664,2,1.0986122886681098,37.5,34,3.5553480614894135,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,3.654977902438255
Hidden Games Crime Scene: The New Haven Case,2019,2.5,1,6,11.333333333333334,174.0,8,2.1972245773362196,135.0,223,5.4116460518550396,11,2.4849066497880004,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,5.1647859739235145
Lobo: 10° Aniversário,2015,1.3333,2,4,8.0,62.333333333333336,3,1.3862943611198906,37.5,76,4.343805421853684,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,4.148411783492376
Worldwide Football,2018,2.0,1,2,10.0,39.666666666666664,1,0.6931471805599453,37.5,48,3.8918202981106265,0,0.0,5,1.791759469228055,0,0.0,0,1,0,0,0,0,0,0,0,0,3,3.7054087560651467
Animale Tattica,2017,2.0,2,4,10.0,22.0,0,0.0,20.0,34,3.5553480614894135,1,0.6931471805599453,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,3.1354942159291497
The Walking Dead Board Game,2011,1.7568,1,4,13.0,514.0,37,3.6375861597263857,45.0,632,6.450470422144176,1,0.6931471805599453,1,0.6931471805599453,0,0.0,0,0,0,0,0,0,0,0,0,0,1,6.244166900663736
Junta,1978,2.8699,2,7,14.181818181818182,3201.6666666666665,469,6.152732694704104,240.0,5490,8.610865667278873,3,1.3862943611198906,2,1.0986122886681098,0,0.0,0,0,1,1,0,0,0,0,0,0,2,8.07173907509171
The Target,2010,1.7143,4,12,13.0,84.66666666666667,7,2.0794415416798357,60.0,92,4.532599493153256,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.45046379622711
"Cold War Commander: Fast-Play Tabletop Wargame Rules for Combined-Arms Operations, 1946+",2006,3.2222,2,2,15.0,55.0,9,2.302585092994046,150.0,58,4.07753744390572,0,0.0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,3,4.02535169073515
Viele Dinge,2003,1.0,2,8,5.0,45.333333333333336,3,1.3862943611198906,20.0,45,3.828641396489095,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,3.835861644462582
Fishin' Time,1986,1.1429,2,8,4.0,55.333333333333336,7,2.0794415416798357,60.0,82,4.418840607796598,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,4.0312864262549635
